time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled
4960,20.000,1099.038,1000.431,1033.625,1042.227,1083.988,1250.357,1423.275,1800.542,1800.542,0.001
4965,10.200,1206.374,1002.038,1041.809,1116.129,1299.947,1458.476,1708.515,2091.666,2091.666,0.001
4970,19.400,1097.660,1000.739,1034.202,1042.279,1083.308,1324.667,1434.798,1524.937,1524.937,0.001
4975,15.000,1135.451,1000.709,1033.571,1063.345,1199.888,1372.065,1508.494,1600.735,1600.735,0.001
4980,13.200,1152.807,1000.614,1042.642,1083.385,1217.320,1325.372,1432.817,1875.206,1875.206,0.001
4985,8.800,1233.240,1000.522,1133.899,1216.554,1300.954,1466.128,1490.858,1784.518,1784.518,0.001
4990,23.000,1081.421,1000.767,1034.366,1050.496,1088.603,1149.070,1333.615,1433.976,1484.652,0.001
4995,25.200,1080.733,1000.368,1033.049,1049.633,1100.818,1158.263,1191.522,1817.084,1926.232,0.001
5000,24.200,1080.920,1001.335,1031.343,1058.574,1125.087,1165.645,1216.527,1266.639,1275.872,0.001
5005,32.800,1060.944,1000.245,1033.211,1034.382,1072.205,1132.183,1158.730,1408.719,1475.666,0.001
5010,24.800,1080.513,999.827,1024.589,1041.396,1075.006,1150.030,1176.102,2089.645,2137.338,0.001
5015,27.600,1072.913,1000.441,1033.940,1059.235,1106.698,1134.799,1158.693,1241.202,1284.241,0.001
5020,34.000,1058.704,1000.491,1024.830,1041.783,1075.040,1116.491,1141.700,1498.444,1540.166,0.001
5025,40.600,1049.247,1000.094,1017.060,1039.628,1059.028,1116.239,1149.797,1175.523,1217.170,0.001
5030,31.000,1063.647,1001.005,1025.355,1041.784,1082.566,1141.805,1175.631,1316.178,1392.659,0.001
5035,27.800,1072.214,1000.196,1033.411,1050.713,1108.262,1149.218,1191.708,1250.220,1275.469,0.001
5040,37.800,1052.981,999.979,1032.927,1034.342,1058.976,1116.388,1142.043,1184.070,1207.987,0.001
5045,33.200,1061.602,1000.602,1025.809,1042.475,1075.702,1140.714,1167.638,1295.005,1299.008,0.001
5050,37.000,1053.454,1000.049,1025.152,1034.217,1067.169,1117.871,1139.714,1207.727,1267.905,0.001
5055,36.800,1054.420,999.575,1024.819,1033.827,1058.020,1116.685,1199.734,1349.923,1350.695,0.001
5060,38.800,1050.149,1000.529,1025.045,1033.939,1064.612,1100.104,1127.432,1249.796,1366.143,0.001
5065,24.400,1082.059,1000.499,1033.744,1061.456,1100.002,1159.139,1258.842,1408.093,1433.943,0.001
5070,19.800,1104.315,1000.104,1018.461,1050.660,1167.685,1308.260,1357.655,1500.212,1500.212,0.001
5075,27.600,1069.924,1000.633,1033.378,1042.104,1083.186,1149.594,1216.987,1432.799,1491.527,0.001
5080,26.400,1080.377,1000.248,1024.810,1050.241,1108.459,1166.033,1225.634,1541.918,1550.065,0.001
5085,19.000,1098.376,1000.966,1041.764,1089.477,1150.491,1191.794,1233.368,1300.413,1300.413,0.001
5090,32.200,1062.116,999.838,1033.157,1042.462,1075.863,1125.075,1158.289,1315.746,1333.417,0.001
5095,29.000,1069.352,1000.104,1024.613,1041.375,1091.474,1167.650,1232.731,1393.008,1480.393,0.001
5100,29.000,1068.422,1000.643,1032.489,1050.677,1100.782,1140.743,1150.526,1224.835,1333.222,0.001
5105,33.000,1060.742,1000.088,1028.121,1049.657,1074.977,1141.629,1157.411,1183.482,1233.538,0.001
5110,33.000,1060.667,999.724,1024.400,1047.664,1083.607,1133.124,1175.094,1241.971,1284.209,0.001
5115,31.600,1062.908,1001.078,1026.196,1049.059,1083.746,1140.888,1164.921,1224.502,1241.773,0.001
5120,34.000,1059.029,1000.622,1024.343,1041.635,1084.074,1133.120,1174.271,1242.711,1291.885,0.001
5125,25.800,1080.944,1000.973,1024.900,1038.235,1091.689,1183.361,1258.538,1758.046,1760.265,0.001
5130,29.600,1064.093,1000.080,1025.308,1034.003,1075.398,1157.643,1176.035,1424.856,1475.063,0.001
5135,25.800,1077.414,1000.395,1025.318,1049.778,1109.090,1183.444,1240.949,1299.123,1384.444,0.001
5140,34.600,1060.149,999.661,1016.679,1033.427,1074.161,1158.246,1216.885,1300.255,1316.540,0.001
5145,30.600,1062.569,1000.076,1017.313,1033.360,1075.095,1158.302,1216.889,1299.977,1317.106,0.001
5150,24.600,1082.410,1000.342,1032.584,1042.020,1108.157,1172.058,1233.980,1565.925,1632.987,0.001
5155,29.800,1067.361,1000.567,1033.053,1040.719,1067.346,1166.994,1191.019,1691.877,1741.590,0.001
5160,23.200,1084.817,1000.493,1033.430,1058.548,1116.953,1200.562,1233.607,1350.214,1391.297,0.001
5165,21.400,1093.500,1000.511,1041.684,1082.169,1122.530,1207.585,1224.787,1282.886,1316.365,0.001
5170,27.600,1007.705,411.625,1015.831,1032.833,1066.123,1166.782,1325.460,1682.661,1947.646,0.001
5175,14.000,1143.519,1001.874,1058.223,1141.475,1208.718,1267.601,1300.749,1508.830,1508.830,0.001
5180,21.200,1090.921,1001.830,1033.946,1065.896,1125.183,1192.029,1267.028,1382.807,1400.325,0.001
5185,19.800,1101.254,1000.606,1034.134,1075.549,1150.753,1232.966,1258.505,1408.215,1408.215,0.001
5190,11.800,1168.826,1024.660,1058.908,1108.262,1223.317,1458.080,1557.664,1650.747,1650.747,0.001
5195,14.400,1138.801,1000.792,1049.828,1100.470,1183.717,1308.426,1458.586,1541.486,1541.486,0.001
5200,9.800,1205.819,999.870,1033.203,1116.308,1200.527,1508.510,1982.865,2733.523,2733.523,0.001
5205,15.200,1130.063,1000.019,1046.900,1099.704,1192.158,1283.418,1374.780,1516.020,1516.020,0.001
5210,10.200,1214.145,1000.580,1079.937,1150.186,1266.491,1474.300,1666.799,1900.517,1900.517,0.001
5215,8.000,1229.529,1000.119,1034.091,1109.348,1304.671,1951.028,2029.161,2062.517,2062.517,0.001
5220,10.000,1207.660,1000.579,1040.988,1140.909,1375.222,1541.883,1558.389,1765.553,1765.553,0.001
5225,4.600,1442.365,1023.948,1184.632,1367.292,1633.690,1958.723,2067.502,2292.123,2292.123,0.001
5230,12.000,1156.176,1001.225,1042.799,1075.589,1282.487,1433.223,1491.428,1724.870,1724.870,0.001
5235,20.600,1098.392,999.801,1041.805,1050.836,1116.306,1250.565,1316.949,1441.181,1441.943,0.001
5240,16.000,1123.137,1000.786,1042.266,1050.856,1117.141,1338.698,1524.916,1899.987,1899.987,0.001
5245,40.800,1048.882,1000.300,1033.804,1042.063,1050.840,1072.607,1100.682,1216.896,1408.565,0.001
5250,29.000,1069.414,1000.983,1033.333,1049.830,1074.843,1174.304,1241.501,1335.523,1367.326,0.001
5255,18.200,1109.230,1000.765,1049.779,1092.259,1151.121,1241.962,1291.684,1341.576,1341.576,0.001
5260,38.600,1052.860,1000.442,1032.756,1042.073,1058.710,1109.696,1131.260,1274.367,1284.494,0.001
5265,22.800,1086.138,1000.227,1033.683,1058.200,1120.362,1208.814,1258.718,1333.358,1366.979,0.001
5270,20.000,1101.843,1001.170,1049.505,1092.749,1142.571,1208.735,1233.493,1341.472,1341.472,0.001
5275,22.200,1088.043,1000.153,1033.378,1066.384,1117.434,1174.930,1233.531,1414.585,1708.184,0.001
5280,22.000,1090.327,1001.799,1040.951,1066.539,1122.887,1183.192,1257.763,1316.806,1425.968,0.001
5285,23.200,1086.964,1001.328,1041.529,1074.829,1117.193,1170.743,1191.880,1342.236,1370.406,0.001
5290,21.200,1096.888,1000.473,1033.925,1073.241,1116.669,1217.790,1292.106,1534.319,1579.430,0.001
5295,9.200,1211.564,1001.750,1049.987,1192.140,1341.461,1449.690,1614.012,1625.145,1625.145,0.001
5300,8.400,1255.960,1004.024,1099.419,1158.137,1316.914,1416.772,1641.908,2317.123,2317.123,0.001
5305,6.800,1280.731,1000.313,1091.881,1266.128,1425.268,1601.188,1657.674,1790.171,1790.171,0.001
5310,14.800,1130.970,1000.247,1050.028,1082.992,1184.653,1299.167,1324.567,1633.778,1633.778,0.001
5315,12.800,1163.138,1003.913,1058.087,1092.129,1233.312,1458.667,1475.082,1817.331,1817.331,0.001
5320,19.400,1097.163,999.887,1041.924,1058.765,1100.338,1257.654,1300.048,1540.892,1540.892,0.001
5325,5.400,1386.892,1000.741,1183.770,1350.066,1533.579,1767.670,1783.672,2008.736,2008.736,0.001
5330,14.000,1136.818,999.865,1049.414,1091.258,1200.432,1333.479,1425.304,1708.453,1708.453,0.001
5335,11.200,1198.726,1001.267,1042.231,1149.883,1309.251,1438.126,1575.508,1850.426,1850.426,0.001
5340,9.000,1197.770,1000.524,1066.518,1124.745,1250.304,1507.930,1608.899,1750.362,1750.362,0.001
5345,23.600,1087.835,1000.587,1034.028,1047.447,1092.110,1197.350,1308.673,1592.099,1616.413,0.001
5350,14.600,1136.750,1002.235,1042.420,1092.482,1191.798,1316.005,1425.859,1558.495,1558.495,0.001
5355,10.600,1187.538,1001.250,1058.727,1149.679,1232.759,1366.804,1566.184,2066.933,2066.933,0.001
5360,11.200,1174.366,1000.664,1108.100,1157.811,1225.357,1292.503,1400.483,1882.977,1882.977,0.001
5365,27.600,1083.894,1001.092,1032.733,1041.793,1107.438,1188.858,1225.433,1949.520,2124.985,0.001
5370,24.200,993.832,358.380,1006.087,1040.791,1091.592,1159.316,1175.065,1192.181,1201.729,0.001
5375,27.600,1073.419,1000.607,1033.369,1058.252,1108.058,1141.992,1166.822,1225.839,1301.259,0.001
5380,22.600,1086.567,1001.759,1032.929,1067.010,1125.521,1183.248,1224.955,1324.428,1357.773,0.001
5385,27.000,1074.397,1000.559,1033.888,1059.260,1116.223,1149.881,1166.403,1183.682,1191.505,0.001
5390,28.000,1071.640,998.727,1030.836,1049.689,1100.004,1150.130,1216.839,1450.199,1475.220,0.001
5395,26.200,1076.794,999.738,1025.364,1050.747,1115.463,1141.711,1192.657,1457.985,1474.549,0.001
5400,31.600,1061.833,1000.184,1024.745,1041.995,1091.661,1133.456,1166.187,1233.403,1275.341,0.001
5405,39.400,1050.820,1000.620,1025.103,1033.551,1058.949,1107.952,1149.997,1229.250,1250.455,0.001
5410,37.200,1054.063,999.814,1033.013,1041.393,1050.148,1091.801,1174.488,1299.738,1342.539,0.001
5415,16.200,1163.886,999.976,1039.797,1075.616,1150.625,1283.531,1325.320,3261.638,3261.638,0.001
5420,7.800,795.212,2.529,209.965,1016.176,1217.808,1525.437,1658.493,1697.494,1697.494,0.001
5425,10.600,1186.446,1001.589,1058.901,1150.412,1267.171,1400.327,1522.913,1775.078,1775.078,0.001
5430,13.000,1150.972,999.949,1050.111,1125.112,1208.716,1333.061,1390.023,1450.031,1450.031,0.001
5435,21.800,1093.556,1000.008,1041.348,1050.429,1125.295,1250.293,1283.404,1349.720,1425.899,0.001
5440,9.400,1211.959,1001.812,1058.667,1166.501,1266.705,1364.776,1425.916,2333.368,2333.368,0.001
5445,11.200,1176.825,1002.114,1099.943,1174.786,1258.537,1291.337,1325.697,1533.723,1533.723,0.001
5450,13.600,1141.882,1001.738,1057.860,1100.795,1216.194,1316.727,1383.850,1484.127,1484.127,0.001
5455,17.800,1111.062,1000.496,1042.021,1067.431,1142.629,1233.121,1325.633,1583.598,1583.598,0.001
5460,10.800,1186.989,1015.969,1091.128,1174.911,1258.059,1366.676,1383.024,1441.479,1441.479,0.001
5465,13.200,1150.040,1000.967,1057.660,1099.709,1224.512,1350.462,1402.768,1558.807,1558.807,0.001
5470,11.400,1175.466,1002.139,1058.557,1165.742,1257.502,1330.852,1384.354,1549.986,1549.986,0.001
5475,10.200,1198.012,1000.894,1099.639,1200.547,1265.470,1368.037,1397.654,1592.109,1592.109,0.001
5480,15.200,1130.243,1001.890,1040.902,1083.360,1175.787,1375.393,1434.605,1516.860,1516.860,0.001
5485,18.200,1150.417,1000.678,1033.340,1050.437,1166.934,1299.647,1483.963,2481.594,2481.594,0.001
5490,13.000,977.648,114.660,1001.226,1064.174,1116.721,1267.123,1324.831,1432.660,1432.660,0.001
5495,18.200,1110.277,999.919,1041.843,1083.487,1150.378,1258.580,1339.444,1369.552,1369.552,0.001
5500,14.600,1136.134,1001.216,1042.187,1067.006,1150.687,1324.252,1584.178,1750.147,1750.147,0.001
5505,26.000,1078.042,1000.251,1033.969,1048.538,1092.068,1183.514,1233.466,1333.252,1530.782,0.001
5510,11.000,1195.597,1001.062,1075.518,1169.698,1274.573,1350.396,1549.687,1641.386,1641.386,0.001
5515,19.200,1098.493,1000.837,1034.382,1050.354,1150.897,1267.560,1331.788,1468.529,1468.529,0.001
5520,16.400,1121.990,999.568,1041.356,1067.423,1167.497,1267.385,1316.312,1792.491,1792.491,0.001
5525,24.600,1078.942,1000.061,1034.035,1042.458,1066.869,1209.351,1325.360,1449.995,1481.705,0.001
5530,29.400,1067.556,1000.236,1032.859,1046.906,1091.041,1158.474,1193.558,1225.240,1308.359,0.001
5535,35.400,1056.194,1000.108,1024.278,1041.698,1075.217,1125.647,1166.964,1249.658,1276.981,0.001
5540,37.000,1054.005,1000.537,1033.119,1037.528,1056.476,1092.592,1217.504,1309.093,1317.267,0.001
5545,35.000,1057.834,999.947,1033.446,1042.272,1058.568,1099.850,1157.762,1301.050,1324.873,0.001
5550,34.200,1057.448,1001.459,1033.034,1042.409,1064.460,1091.930,1167.882,1324.657,1333.597,0.001
5555,33.600,1059.738,1000.224,1040.974,1042.701,1074.698,1099.802,1174.782,1259.357,1266.906,0.001
5560,40.600,1048.880,1000.155,1032.844,1040.606,1051.014,1082.924,1133.165,1226.032,1291.657,0.001
5565,45.200,1044.062,999.575,1026.712,1034.049,1050.983,1067.747,1097.356,1191.641,1316.540,0.001
5570,41.200,1048.538,999.885,1032.865,1034.360,1058.000,1074.978,1084.337,1266.047,1291.688,0.001
5575,41.800,1047.924,1000.054,1032.515,1034.284,1057.484,1099.563,1141.456,1174.962,1224.877,0.001
5580,33.600,1059.171,1000.431,1032.889,1041.856,1066.900,1108.236,1181.561,1308.459,1450.155,0.001
5585,35.400,1056.308,1000.323,1033.898,1042.327,1065.925,1092.351,1159.061,1299.940,1342.071,0.001
5590,26.200,1076.445,1001.355,1033.523,1049.914,1091.911,1175.791,1248.374,1317.438,1390.172,0.001
5595,28.000,1071.110,1001.179,1033.866,1042.343,1066.365,1165.844,1222.972,1492.911,1499.788,0.001
5600,36.400,1055.020,1000.316,1033.444,1042.136,1058.589,1092.575,1138.109,1291.872,1366.668,0.001
5605,36.800,1054.127,1000.381,1033.222,1042.114,1066.347,1091.652,1116.998,1295.918,1299.513,0.001
5610,35.000,1057.103,1000.026,1033.362,1041.786,1059.552,1100.800,1149.441,1350.386,1364.971,0.001
5615,43.800,1045.717,1000.256,1032.532,1033.823,1049.605,1081.477,1124.602,1274.974,1299.537,0.001
5620,42.400,1047.008,1000.101,1032.982,1033.942,1050.549,1092.292,1133.203,1166.881,1217.414,0.001
5625,44.000,1045.268,1000.528,1032.564,1033.882,1049.449,1083.189,1125.091,1198.211,1242.179,0.001
5630,38.800,1051.689,1000.073,1025.529,1041.302,1064.046,1101.039,1125.818,1224.514,1226.139,0.001
5635,48.000,1041.810,1000.369,1025.104,1033.588,1042.424,1076.051,1113.291,1208.907,1217.248,0.001
5640,40.400,1048.893,1000.009,1025.614,1033.971,1058.162,1092.314,1138.206,1216.998,1291.808,0.001
5645,43.800,1045.685,999.889,1025.279,1033.709,1050.730,1095.044,1138.936,1182.135,1209.014,0.001
5650,40.400,1049.757,999.855,1032.438,1034.002,1058.105,1099.192,1149.222,1211.551,1226.145,0.001
5655,38.400,1051.712,1001.511,1032.507,1039.779,1059.035,1106.471,1133.535,1266.799,1359.362,0.001
5660,41.800,1048.167,1000.982,1025.044,1033.818,1050.394,1108.892,1133.586,1208.609,1266.482,0.001
5665,34.400,1058.002,1000.318,1016.853,1040.701,1065.898,1125.430,1192.051,1349.712,1408.692,0.001
5670,44.400,1044.525,999.509,1016.649,1033.451,1049.906,1098.061,1150.256,1199.431,1208.444,0.001
5675,36.000,1057.656,999.749,1024.909,1033.679,1049.106,1117.361,1208.352,1583.903,1608.485,0.001
5680,39.400,1048.641,999.970,1025.361,1033.676,1056.636,1108.611,1157.826,1216.394,1225.941,0.001
5685,42.600,1047.022,1000.171,1016.842,1033.411,1045.437,1108.343,1133.417,1241.429,1549.841,0.001
5690,40.800,1048.955,999.726,1032.784,1033.944,1050.000,1083.738,1149.347,1291.963,1300.008,0.001
5695,40.400,1049.256,1000.415,1032.841,1036.654,1050.310,1084.341,1157.802,1232.789,1274.753,0.001
5700,42.400,1047.120,1000.661,1032.981,1034.234,1050.570,1083.356,1124.980,1174.742,1191.979,0.001
5705,44.800,1044.523,999.582,1032.981,1033.719,1042.630,1073.511,1116.873,1174.588,1233.239,0.001
5710,44.200,1045.235,1000.072,1025.136,1033.778,1050.022,1091.031,1124.487,1183.822,1217.226,0.001
5715,38.800,1051.487,1001.467,1032.732,1034.120,1058.150,1100.227,1147.986,1241.149,1367.581,0.001
5720,48.400,1041.337,1000.691,1029.547,1033.645,1042.190,1075.235,1116.587,1175.794,1208.673,0.001
5725,49.000,1040.704,999.934,1017.120,1033.387,1049.339,1074.952,1109.049,1192.959,1216.504,0.001
5730,42.000,1047.493,999.406,1032.757,1034.230,1042.179,1075.635,1149.726,1233.336,1341.971,0.001
5735,45.200,1044.774,1001.047,1032.172,1033.538,1042.648,1091.733,1116.701,1226.062,1250.521,0.001
5740,44.400,1044.814,1000.567,1032.712,1033.698,1042.467,1074.539,1141.637,1191.369,1242.475,0.001
5745,40.400,1048.888,1000.165,1032.920,1041.043,1050.055,1099.730,1141.360,1214.008,1241.975,0.001
5750,44.600,1046.133,1000.110,1016.910,1033.238,1049.744,1105.344,1149.385,1342.102,1350.655,0.001
5755,22.600,1071.688,1000.146,1025.828,1033.553,1050.520,1091.221,1154.403,2539.578,2759.996,0.001
5760,49.200,986.080,194.605,1016.564,1033.204,1041.966,1066.973,1149.738,1266.726,1275.437,0.001
5765,42.400,1045.477,938.492,1032.777,1033.919,1049.138,1082.782,1125.554,1199.832,1283.196,0.001
5770,45.000,1044.263,1000.839,1023.830,1033.319,1049.415,1092.147,1149.005,1191.270,1259.161,0.001
5775,46.400,1043.028,1000.575,1025.053,1033.400,1042.767,1083.252,1133.282,1175.375,1199.001,0.001
5780,46.600,1043.812,1000.732,1016.998,1032.919,1042.160,1075.264,1150.883,1249.732,1549.906,0.001
5785,34.200,1056.945,1000.783,1022.971,1033.740,1057.835,1117.406,1191.173,1472.122,1483.250,0.001
5790,5.800,1312.379,999.796,1032.649,1033.945,1075.732,1150.109,4491.352,5179.936,5179.936,0.001
5795,31.600,856.080,35.047,550.360,1033.090,1058.921,1196.437,1300.068,1491.800,1707.883,0.001
5800,28.200,1072.294,1000.897,1033.337,1042.060,1066.751,1208.550,1284.083,1366.375,1399.230,0.001
5805,32.400,1060.308,1000.722,1033.785,1041.750,1050.016,1091.824,1250.114,1350.005,1391.657,0.001
5810,32.200,1064.807,1000.254,1033.609,1041.938,1058.858,1134.042,1175.675,1374.158,1517.269,0.001
5815,30.600,1062.054,999.626,1034.258,1042.200,1051.133,1100.097,1225.258,1350.633,1542.176,0.001
5820,32.400,1061.856,1000.721,1034.259,1042.422,1051.582,1092.004,1251.142,1333.868,1374.663,0.001
5825,30.600,1065.126,1000.331,1033.935,1042.708,1059.084,1116.905,1167.369,1583.022,1592.001,0.001
5830,33.600,1060.000,999.891,1033.563,1042.307,1066.629,1107.350,1216.650,1300.228,1350.164,0.001
5835,30.600,1064.793,1000.709,1033.717,1042.119,1058.173,1133.070,1242.025,1350.759,1375.976,0.001
5840,35.800,1057.220,1000.349,1033.913,1042.118,1050.790,1092.648,1208.798,1316.158,1341.176,0.001
5845,39.200,1049.581,1000.314,1034.192,1041.984,1050.682,1074.748,1116.089,1233.545,1234.103,0.001
5850,33.000,1061.137,1000.588,1033.681,1042.630,1062.444,1116.498,1149.465,1334.363,1359.396,0.001
5855,28.800,1069.264,1000.446,1032.984,1043.140,1091.649,1158.693,1192.105,1274.412,1299.705,0.001
5860,23.800,1083.561,1000.785,1039.480,1059.257,1116.884,1174.771,1224.901,1283.215,1342.210,0.001
5865,19.800,1055.314,424.075,1030.702,1050.069,1087.853,1183.207,1249.772,1799.289,1799.289,0.001
5870,25.800,1080.021,1000.174,1024.868,1057.544,1099.628,1183.678,1241.994,1442.037,1525.544,0.001
5875,27.600,1070.805,999.882,1025.324,1042.302,1083.849,1175.049,1217.000,1576.297,1600.353,0.001
5880,33.600,1078.199,1000.278,1033.024,1034.744,1058.735,1116.296,1167.084,3140.621,3264.518,0.001
5885,22.800,1060.908,1000.372,1016.920,1033.204,1083.230,1141.505,1192.160,1365.750,1374.854,0.001
5890,22.400,1087.181,1000.864,1025.523,1066.709,1111.841,1194.505,1267.042,1399.702,1497.929,0.001
5895,41.800,1019.741,546.091,1016.318,1017.201,1041.234,1074.466,1180.675,1300.208,1758.266,0.001
5900,21.800,1091.799,1000.610,1024.669,1050.147,1116.971,1258.698,1349.738,1441.622,1485.555,0.001
5905,18.400,1107.442,1000.485,1041.493,1075.232,1150.707,1258.846,1308.532,1406.178,1406.178,0.001
5910,16.800,1118.088,1000.269,1042.006,1072.513,1174.657,1282.917,1333.805,1566.997,1566.997,0.001
5915,31.800,1063.008,1000.397,1032.737,1041.519,1058.544,1141.678,1214.076,1350.124,1425.313,0.001
5920,24.800,1080.922,1000.580,1033.204,1047.516,1100.616,1207.657,1258.513,1364.369,1424.931,0.001
5925,22.600,1094.584,1000.417,1033.486,1049.920,1106.227,1258.750,1433.092,1483.237,1499.994,0.001
5930,27.000,1068.960,1001.210,1033.290,1042.015,1066.501,1158.430,1282.930,1357.822,1424.496,0.001
5935,36.600,1058.065,1000.336,1033.003,1041.491,1050.449,1092.678,1233.162,1441.190,1474.466,0.001
5940,24.000,1084.482,1000.692,1033.565,1041.938,1057.790,1275.535,1414.721,1567.170,1617.508,0.001
5945,11.000,1166.014,1000.433,1049.911,1099.560,1242.444,1416.476,1458.924,1807.910,1807.910,0.001
5950,22.200,1091.282,1001.465,1033.948,1042.436,1108.599,1225.156,1274.292,1574.806,1591.724,0.001
5955,20.600,1098.099,999.470,1033.789,1042.509,1091.935,1283.611,1341.946,1508.282,1683.842,0.001
5960,25.000,1080.075,999.982,1033.219,1042.588,1073.194,1191.519,1291.752,1476.765,1600.162,0.001
5965,7.600,1258.622,1000.786,1072.681,1158.366,1425.030,1533.727,1833.522,1849.773,1849.773,0.001
5970,13.800,1145.372,1001.541,1041.726,1084.116,1199.881,1374.418,1524.950,1741.320,1741.320,0.001
5975,24.000,1082.302,999.786,1033.263,1050.611,1092.139,1208.300,1316.109,1451.115,1500.606,0.001
5980,19.600,1101.950,1000.481,1041.303,1057.738,1125.111,1241.542,1283.054,1599.709,1599.709,0.001
5985,17.200,1117.920,1000.271,1041.580,1058.890,1124.237,1308.298,1400.368,1766.292,1766.292,0.001
5990,28.200,1072.541,1000.674,1033.630,1042.100,1075.422,1127.149,1266.391,1424.915,1583.567,0.001
5995,10.800,1180.777,1000.480,1050.035,1116.823,1299.969,1432.756,1474.516,1645.983,1645.983,0.001
6000,16.000,1124.123,1000.866,1041.123,1075.089,1199.859,1300.542,1375.271,1467.514,1467.514,0.001
6005,22.200,1089.272,999.903,1033.396,1042.021,1075.262,1250.005,1350.143,1532.977,1633.258,0.001
6010,33.600,1059.421,999.814,1032.694,1041.831,1058.115,1091.556,1233.925,1408.483,1466.008,0.001
6015,18.200,1115.428,1000.149,1033.659,1057.710,1158.495,1308.315,1399.934,1615.795,1615.795,0.001
6020,13.400,1143.465,1001.184,1042.395,1092.475,1200.174,1333.819,1408.692,1658.028,1658.028,0.001
6025,14.400,1138.735,1000.533,1049.760,1099.725,1239.104,1300.498,1341.980,1458.635,1458.635,0.001
6030,15.200,1129.763,999.997,1041.240,1066.307,1183.150,1334.363,1449.073,1524.069,1524.069,0.001
6035,30.200,1067.721,1000.497,1033.664,1041.818,1058.907,1125.544,1233.515,1383.497,1407.830,0.001
6040,10.600,1081.574,111.837,1016.538,1041.796,1090.748,1331.316,1378.737,3659.062,3659.062,0.001
6045,20.600,1094.091,999.741,1037.244,1049.316,1075.334,1275.579,1424.594,1524.639,1632.997,0.001
6050,20.600,1093.334,1000.110,1033.694,1042.611,1091.506,1216.337,1301.118,1566.997,1633.551,0.001
6055,21.200,1094.547,999.949,1032.724,1046.958,1133.976,1242.459,1315.056,1366.771,1458.601,0.001
6060,21.400,1093.246,1000.906,1033.917,1049.888,1108.540,1258.664,1301.149,1600.299,1672.169,0.001
6065,24.400,1081.976,999.893,1032.674,1050.553,1088.849,1224.903,1294.037,1340.939,1374.820,0.001
6070,34.000,1059.811,999.879,1032.777,1041.590,1067.418,1132.961,1199.676,1283.791,1325.244,0.001
6075,27.800,1070.942,1000.127,1017.335,1042.396,1108.785,1175.146,1191.963,1274.244,1300.481,0.001
6080,41.800,1047.320,1000.401,1032.735,1040.566,1050.282,1090.339,1100.003,1216.163,1224.870,0.001
6085,31.800,1063.233,1000.438,1032.503,1041.411,1059.173,1133.262,1207.891,1374.817,1388.992,0.001
6090,22.200,1090.726,1000.764,1041.175,1058.461,1133.823,1208.227,1250.109,1291.337,1291.631,0.001
6095,30.000,1065.773,1000.251,1033.089,1049.158,1083.466,1158.065,1182.518,1242.118,1342.147,0.001
6100,25.400,1079.393,1000.618,1016.715,1033.333,1074.948,1241.472,1358.695,1458.487,1490.458,0.001
6105,23.600,1084.218,1000.608,1032.956,1050.557,1107.859,1208.046,1265.985,1425.946,1515.975,0.001
6110,34.600,1057.748,1000.731,1033.396,1042.117,1066.471,1108.725,1141.776,1308.858,1350.043,0.001
6115,18.000,1114.394,1000.552,1033.646,1084.109,1168.570,1249.670,1306.655,1393.363,1393.363,0.001
6120,17.400,1112.275,1000.321,1041.673,1067.396,1166.305,1293.107,1333.028,1499.489,1499.489,0.001
6125,19.600,1102.045,1000.647,1034.210,1050.386,1084.930,1342.459,1401.989,1675.895,1675.895,0.001
6130,10.800,1197.814,1000.314,1050.912,1141.852,1324.821,1441.478,1733.800,1775.367,1775.367,0.001
6135,10.400,1181.899,1032.296,1059.890,1100.160,1266.614,1459.007,1637.773,1816.463,1816.463,0.001
6140,12.200,1164.329,1001.592,1049.092,1116.083,1258.495,1373.154,1451.342,1584.011,1584.011,0.001
6145,18.400,1105.250,1000.585,1038.705,1050.673,1091.146,1283.196,1375.675,1902.828,1902.828,0.001
6150,31.000,1065.548,1000.381,1034.083,1048.108,1059.218,1133.327,1241.348,1350.505,1375.343,0.001
6155,33.600,1058.511,1000.697,1033.332,1042.126,1059.101,1108.842,1158.417,1416.203,1416.567,0.001
6160,31.800,1068.138,1000.174,1032.940,1041.922,1058.871,1125.317,1199.641,2133.603,2164.951,0.001
6165,33.400,1055.017,1000.608,1033.312,1041.564,1066.725,1091.601,1133.820,1258.545,1299.104,0.001
6170,42.800,1046.399,1000.256,1033.248,1041.633,1050.395,1083.473,1108.497,1167.670,1266.755,0.001
6175,45.600,1044.523,999.808,1032.922,1041.113,1049.998,1082.766,1124.051,1158.529,1208.128,0.001
6180,44.800,1043.865,999.652,1032.822,1040.043,1049.903,1082.991,1108.417,1174.703,1217.254,0.001
6185,41.400,1049.102,1000.431,1028.152,1040.642,1050.621,1097.816,1147.092,1216.822,1249.688,0.001
6190,27.400,1071.937,1000.529,1032.804,1049.470,1083.765,1158.050,1268.042,1324.752,1426.034,0.001
6195,26.800,1075.375,1000.216,1032.904,1041.635,1058.475,1166.938,1308.593,1616.147,1699.657,0.001
6200,16.400,1127.476,1000.958,1033.394,1100.377,1167.062,1283.568,1324.974,1732.955,1732.955,0.001
