time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled
2475,24.600,1080.045,999.813,1033.706,1049.803,1107.705,1175.137,1233.399,1458.449,1466.692,0.001
2480,20.400,1098.830,999.790,1041.475,1079.392,1142.254,1200.697,1239.947,1332.416,1350.420,0.001
2485,16.600,1123.740,1000.576,1050.017,1116.937,1183.388,1250.029,1299.489,1333.385,1333.385,0.001
2490,16.600,1118.258,1001.466,1057.544,1116.114,1166.551,1217.028,1255.963,1308.028,1308.028,0.001
2495,20.800,1094.745,999.833,1033.753,1050.006,1141.707,1250.520,1299.575,1358.378,1358.393,0.001
2500,21.800,1091.255,1000.487,1033.587,1058.004,1133.658,1207.893,1249.803,1449.559,1475.423,0.001
2505,36.600,1055.826,999.751,1032.344,1033.992,1058.364,1133.619,1191.535,1283.576,1341.512,0.001
2510,18.200,1107.665,1001.200,1034.547,1059.798,1141.470,1275.417,1325.191,1517.375,1517.375,0.001
2515,30.000,1067.760,1000.320,1034.377,1043.036,1058.772,1142.146,1216.483,1475.937,1576.252,0.001
2520,26.200,1074.846,999.955,1034.344,1050.175,1092.198,1168.178,1266.031,1325.999,1366.787,0.001
2525,20.600,1096.819,999.991,1033.407,1058.520,1134.413,1241.661,1290.826,1476.165,1543.244,0.001
2530,29.600,1067.613,1000.303,1033.761,1042.694,1066.643,1158.389,1195.973,1340.953,1375.396,0.001
2535,26.600,1074.869,1000.593,1033.463,1049.745,1101.687,1175.368,1241.982,1341.819,1367.412,0.001
2540,29.600,1067.199,1001.892,1033.708,1049.462,1083.644,1141.344,1159.327,1292.098,1374.814,0.001
2545,37.000,1054.379,1000.413,1025.722,1041.031,1057.518,1099.458,1141.380,1668.479,1674.644,0.001
2550,30.800,1064.646,999.534,1030.055,1042.541,1084.029,1142.027,1175.442,1258.934,1267.460,0.001
2555,32.800,1061.884,999.551,1033.012,1041.507,1075.007,1141.709,1191.630,1334.477,1384.092,0.001
2560,17.400,1114.008,1000.717,1049.456,1086.737,1150.932,1208.230,1292.026,1524.720,1524.720,0.001
2565,34.600,1057.102,1000.898,1041.567,1050.195,1058.629,1082.564,1150.401,1258.754,1283.758,0.001
2570,22.400,1089.191,1000.899,1033.880,1058.194,1116.713,1192.608,1300.413,1399.657,1407.273,0.001
2575,27.000,1076.574,999.939,1034.133,1050.247,1082.790,1148.473,1216.667,1632.407,1716.941,0.001
2580,26.600,1072.376,999.978,1031.895,1042.100,1100.326,1168.012,1199.919,1366.565,1366.783,0.001
2585,20.800,1099.027,1000.492,1033.771,1074.572,1133.818,1208.618,1274.659,1503.270,1641.546,0.001
2590,24.200,1080.158,1000.785,1025.321,1050.367,1118.603,1183.585,1217.640,1338.937,1367.257,0.001
2595,11.600,1111.303,241.150,1024.860,1083.533,1150.820,1299.688,2517.419,2543.440,2543.440,0.001
2600,23.400,1081.673,1001.013,1033.209,1058.138,1124.685,1183.560,1241.638,1250.639,1266.863,0.001
2605,33.400,1059.965,1000.786,1031.114,1039.980,1067.063,1141.842,1175.024,1366.432,1382.463,0.001
2610,38.600,1057.424,999.710,1032.793,1039.260,1050.515,1108.077,1158.831,1725.362,1909.188,0.001
2615,23.000,1079.229,1001.795,1025.995,1049.888,1100.577,1175.407,1233.181,1391.449,1408.831,0.001
2620,16.800,1129.469,1000.125,1025.381,1099.829,1167.806,1286.879,1333.701,1791.400,1791.400,0.001
2625,36.800,1048.488,999.829,1034.193,1042.635,1051.370,1067.250,1100.136,1200.017,1217.285,0.001
2630,34.000,1058.584,1001.197,1033.829,1049.241,1058.631,1092.162,1184.292,1317.391,1358.345,0.001
2635,26.000,1076.801,999.931,1033.175,1049.239,1099.617,1199.981,1234.613,1275.391,1434.365,0.001
2640,30.800,1066.619,1000.035,1033.692,1055.059,1066.806,1133.691,1167.016,1367.064,1532.754,0.001
2645,19.000,1109.407,1001.067,1041.063,1064.679,1142.291,1292.008,1349.971,1608.492,1608.492,0.001
2650,14.000,1132.770,1000.226,1049.358,1107.890,1191.602,1274.918,1366.646,1499.485,1499.485,0.001
2655,20.400,1099.063,1000.113,1033.094,1075.353,1149.026,1233.873,1266.743,1291.346,1316.548,0.001
2660,13.000,1157.031,1001.122,1041.291,1108.735,1213.629,1316.895,1374.574,1857.761,1857.761,0.001
2665,13.000,1151.479,1000.113,1040.828,1125.283,1207.855,1382.731,1549.775,1649.981,1649.981,0.001
2670,22.000,1099.358,1003.050,1041.511,1058.087,1117.479,1208.244,1317.275,1475.094,1817.171,0.001
2675,22.400,1083.743,1000.529,1033.301,1049.980,1067.421,1175.042,1325.381,1521.055,1891.794,0.001
2680,28.000,1069.236,1000.213,1033.186,1049.283,1083.016,1165.907,1225.644,1275.226,1333.822,0.001
2685,18.400,1109.390,1000.116,1040.352,1073.799,1150.045,1283.575,1342.688,1416.769,1416.769,0.001
2690,18.000,1109.273,1001.303,1033.622,1066.771,1157.603,1275.005,1300.010,1425.202,1425.202,0.001
2695,19.400,1104.191,1001.091,1024.680,1057.955,1141.930,1274.686,1375.840,1500.771,1500.771,0.001
2700,17.000,1115.935,1001.497,1034.460,1075.109,1158.474,1274.479,1331.660,1541.460,1541.460,0.001
2705,16.800,1119.753,1002.320,1025.748,1092.473,1183.910,1249.922,1316.099,1524.923,1524.923,0.001
2710,14.200,1140.343,1000.199,1041.705,1116.637,1196.059,1308.332,1400.388,1649.873,1649.873,0.001
2715,31.600,1062.711,1000.336,1033.425,1049.435,1066.060,1150.222,1208.970,1308.711,1332.089,0.001
2720,27.600,1072.534,1000.810,1041.016,1050.377,1072.542,1165.939,1250.290,1340.914,1375.182,0.001
2725,31.400,1063.622,1000.318,1041.157,1049.833,1066.947,1124.705,1157.607,1308.069,1391.019,0.001
2730,16.800,1120.680,1000.070,1042.044,1058.268,1157.888,1283.972,1358.871,2008.496,2008.496,0.001
2735,20.000,1099.948,1001.612,1042.131,1080.282,1149.553,1202.366,1241.755,1424.732,1424.732,0.001
2740,24.800,1080.299,1000.857,1033.883,1050.703,1108.472,1175.040,1233.801,1316.887,1333.180,0.001
2745,34.000,1058.303,1000.099,1025.559,1041.876,1058.773,1133.834,1175.693,1291.906,1308.514,0.001
2750,32.400,1061.714,999.885,1033.514,1049.401,1058.502,1117.702,1199.429,1316.098,1424.996,0.001
2755,24.200,1083.358,1001.156,1034.140,1049.893,1100.273,1199.597,1291.222,1366.268,1382.750,0.001
2760,21.000,1094.883,1000.369,1049.658,1059.229,1116.682,1200.761,1274.666,1367.787,1417.062,0.001
2765,13.000,1156.383,1001.162,1057.284,1100.323,1241.589,1341.323,1453.811,1558.371,1558.371,0.001
2770,27.200,1073.038,1000.837,1033.051,1045.182,1107.578,1174.482,1217.010,1275.163,1283.551,0.001
2775,24.000,1082.307,1000.221,1025.888,1049.575,1116.202,1216.931,1258.955,1438.480,1591.481,0.001
2780,23.200,1085.754,999.649,1025.597,1052.993,1100.256,1209.260,1299.550,1432.318,1491.329,0.001
2785,12.800,1160.332,1001.739,1083.382,1133.565,1249.703,1342.610,1359.122,1457.800,1457.800,0.001
2790,12.800,1155.009,1000.670,1039.465,1083.770,1246.620,1375.438,1483.829,1824.629,1824.629,0.001
2795,15.200,1127.444,1000.922,1024.863,1100.412,1199.685,1299.942,1364.714,1483.029,1483.029,0.001
2800,18.400,1111.701,1000.880,1025.128,1074.868,1183.436,1267.166,1333.440,1464.357,1464.357,0.001
2805,15.800,1126.203,1002.444,1041.255,1100.572,1191.156,1259.018,1366.255,1407.284,1407.284,0.001
2810,10.600,1186.076,1001.326,1041.783,1099.549,1292.517,1441.757,1475.400,1960.397,1960.397,0.001
2815,33.200,1063.287,999.878,1034.199,1042.403,1059.238,1151.123,1175.979,1425.375,1541.613,0.001
2820,16.400,1114.350,999.534,1042.089,1074.223,1125.623,1266.450,1349.834,1674.645,1674.645,0.001
2825,31.000,1064.452,1000.556,1033.430,1042.226,1067.044,1150.188,1192.626,1316.724,1331.166,0.001
2830,32.800,1061.278,1001.512,1033.757,1043.347,1058.739,1117.912,1209.298,1357.916,1367.448,0.001
2835,21.600,1095.172,1000.560,1033.725,1075.365,1141.723,1192.193,1251.096,1375.174,1376.044,0.001
2840,17.200,1112.655,1000.166,1033.355,1083.450,1166.202,1300.497,1343.136,1593.284,1593.284,0.001
2845,25.200,1078.891,1000.517,1040.646,1050.821,1100.885,1191.943,1233.027,1283.703,1316.951,0.001
2850,18.400,1111.865,1000.980,1041.469,1075.132,1166.884,1234.247,1309.078,1382.958,1382.958,0.001
2855,21.600,1089.473,1000.993,1040.918,1050.224,1107.916,1192.140,1299.130,1475.468,1642.534,0.001
2860,17.600,1116.914,1001.597,1041.284,1058.180,1109.826,1258.723,1383.357,2266.897,2266.897,0.001
2865,21.000,1092.860,1000.351,1032.920,1074.736,1141.846,1181.393,1233.903,1267.115,1434.204,0.001
2870,20.600,1097.212,1000.094,1033.415,1066.473,1133.285,1216.456,1299.928,1416.317,1483.041,0.001
2875,28.600,1069.407,999.808,1025.335,1041.711,1074.763,1143.002,1284.301,1407.611,1425.754,0.001
2880,30.600,1066.180,1000.482,1033.346,1041.950,1059.162,1149.406,1209.065,1458.094,1491.239,0.001
2885,13.800,1143.255,1000.960,1042.231,1078.395,1200.543,1349.586,1424.640,1657.523,1657.523,0.001
2890,9.400,1009.123,32.643,999.907,1099.608,1199.875,1308.232,1625.691,2557.873,2557.873,0.001
2895,15.000,1132.360,1000.632,1050.419,1084.475,1208.498,1307.798,1382.436,1592.189,1592.189,0.001
2900,18.600,1109.100,1000.524,1041.951,1074.760,1133.842,1257.626,1309.929,1657.666,1657.666,0.001
2905,12.400,1159.146,999.862,1041.283,1074.709,1275.276,1416.159,1492.037,1691.957,1691.957,0.001
2910,11.000,1187.064,1000.757,1041.788,1132.977,1259.054,1332.883,1516.763,2241.934,2241.934,0.001
2915,8.800,1227.435,1002.010,1074.199,1225.527,1316.807,1399.425,1566.099,1691.247,1691.247,0.001
2920,32.200,1060.334,999.561,1033.951,1041.876,1050.631,1091.692,1199.665,1358.185,1450.002,0.001
2925,16.600,1120.973,1001.029,1042.011,1066.785,1182.925,1300.163,1350.202,1657.841,1657.841,0.001
2930,31.000,1064.579,1000.089,1033.533,1049.425,1075.624,1133.821,1199.205,1250.927,1274.131,0.001
2935,46.000,1042.967,1000.055,1033.016,1034.206,1049.386,1075.089,1100.110,1149.469,1174.579,0.001
2940,48.400,1041.564,1000.020,1024.566,1033.892,1048.233,1066.979,1108.513,1209.174,1300.821,0.001
2945,48.200,1041.071,999.600,1023.044,1033.459,1042.550,1076.020,1116.712,1176.091,1284.772,0.001
2950,46.000,1044.456,999.862,1024.300,1033.819,1051.003,1091.200,1125.729,1191.025,1283.316,0.001
2955,22.200,1087.900,999.908,1033.452,1042.233,1100.240,1199.107,1299.873,1466.270,1525.065,0.001
2960,12.600,1167.135,1002.247,1049.624,1099.803,1216.871,1466.069,1516.625,1717.054,1717.054,0.001
2965,7.000,1282.582,1002.296,1074.292,1266.006,1375.903,1733.588,1765.916,1791.586,1791.586,0.001
2970,10.800,1193.295,1000.581,1075.286,1126.606,1192.635,1425.373,1782.530,1987.845,1987.845,0.001
2975,12.200,1152.324,999.969,1041.518,1083.639,1258.742,1366.622,1466.366,1666.741,1666.741,0.001
2980,8.200,1247.356,1001.169,1074.905,1150.476,1324.806,1617.343,1676.196,2158.939,2158.939,0.001
2985,9.400,1213.139,1002.116,1091.871,1150.180,1332.974,1466.159,1640.427,1700.966,1700.966,0.001
2990,8.800,1223.180,1002.271,1082.996,1191.828,1299.886,1525.176,1608.553,1758.150,1758.150,0.001
2995,9.600,1221.223,1000.142,1058.244,1158.836,1299.674,1517.568,1783.865,1909.156,1909.156,0.001
3000,6.400,1315.519,1001.166,1116.610,1291.527,1466.477,1757.890,1932.962,1975.243,1975.243,0.001
3005,16.400,1111.985,1000.203,1040.936,1062.911,1141.621,1308.467,1375.296,1458.763,1458.763,0.001
3010,31.800,1062.211,1000.476,1033.605,1049.440,1066.937,1124.778,1200.032,1275.036,1317.072,0.001
3015,27.600,1072.372,1000.138,1036.192,1049.200,1067.002,1158.933,1341.149,1351.110,1358.199,0.001
3020,34.400,1057.955,1000.522,1033.606,1041.943,1050.893,1091.857,1167.188,1316.318,1374.341,0.001
3025,35.000,1057.042,1000.802,1032.995,1041.560,1049.754,1074.814,1174.375,1692.131,1699.965,0.001
3030,34.400,1058.286,1000.512,1033.428,1041.618,1050.031,1071.364,1248.231,1470.321,1541.082,0.001
3035,37.800,1053.180,1000.333,1033.685,1041.736,1050.461,1090.794,1142.176,1333.207,1442.555,0.001
3040,37.000,1053.424,999.774,1033.138,1041.496,1049.968,1075.179,1175.469,1377.949,1490.841,0.001
3045,36.800,1054.669,1000.316,1033.171,1041.707,1050.166,1108.785,1183.623,1274.831,1288.213,0.001
3050,36.000,1055.285,1000.921,1033.340,1041.877,1050.538,1092.383,1180.453,1350.084,1350.528,0.001
3055,36.200,1055.750,1000.949,1033.706,1041.835,1050.688,1082.796,1208.033,1271.323,1316.735,0.001
3060,36.200,1055.605,1000.230,1033.466,1041.625,1049.999,1091.349,1158.369,1333.456,1516.136,0.001
3065,43.200,1045.377,999.668,1032.537,1041.218,1049.717,1067.139,1107.452,1224.691,1267.272,0.001
3070,29.200,1070.433,999.943,1033.364,1041.867,1058.248,1159.354,1255.443,1659.044,1692.489,0.001
3075,32.000,1060.483,1001.304,1033.906,1041.830,1050.837,1100.263,1258.320,1316.647,1321.257,0.001
3080,39.600,1050.512,1000.222,1033.108,1041.508,1049.658,1074.203,1183.973,1356.163,1370.953,0.001
3085,41.600,1047.920,999.867,1025.241,1033.967,1049.987,1083.523,1142.197,1166.364,1524.939,0.001
3090,38.600,1051.791,999.695,1031.715,1040.903,1049.829,1116.664,1175.173,1217.103,1217.277,0.001
3095,42.000,1048.221,1000.400,1032.882,1039.548,1046.178,1083.575,1132.866,1275.087,1317.359,0.001
3100,45.800,1042.845,999.806,1029.139,1034.553,1042.475,1073.161,1125.131,1183.636,1266.776,0.001
3105,42.000,1047.512,1000.349,1031.899,1034.106,1049.727,1083.886,1158.703,1216.859,1232.609,0.001
3110,25.000,1080.948,1001.048,1025.525,1034.331,1050.057,1167.308,1351.816,1917.492,2208.168,0.001
3115,41.200,1048.030,1000.186,1033.593,1041.840,1051.308,1076.050,1109.045,1224.530,1267.612,0.001
3120,33.400,1060.578,1000.177,1033.694,1041.975,1051.032,1083.085,1200.182,1592.020,1608.335,0.001
3125,31.400,1063.281,1000.428,1033.966,1042.157,1050.901,1092.231,1224.844,1490.790,1777.927,0.001
3130,30.600,1067.001,1000.493,1033.678,1042.007,1050.449,1083.397,1191.996,1774.899,1799.697,0.001
3135,30.000,1064.091,999.783,1034.661,1042.130,1051.326,1092.122,1241.124,1492.069,1500.778,0.001
3140,30.000,1069.916,1000.702,1033.996,1042.020,1050.736,1092.652,1242.613,1724.892,1733.153,0.001
3145,34.000,1055.905,999.949,1032.731,1041.862,1050.371,1083.645,1183.722,1524.304,1565.802,0.001
3150,32.400,1061.782,1000.524,1033.958,1042.105,1058.136,1083.710,1180.319,1433.544,1433.842,0.001
3155,33.000,1060.234,1000.267,1033.665,1042.090,1050.615,1075.180,1258.166,1475.976,1508.158,0.001
3160,36.000,1058.350,1000.605,1033.396,1041.808,1050.874,1083.304,1175.343,1500.101,1525.566,0.001
3165,33.200,1057.202,1000.343,1034.168,1041.849,1050.287,1073.138,1116.099,1441.163,1591.213,0.001
3170,43.600,1047.470,1000.434,1033.662,1041.761,1050.106,1066.277,1083.428,1274.297,1375.410,0.001
3175,35.600,1058.977,1000.186,1033.601,1041.894,1050.377,1066.233,1125.064,1550.168,1766.858,0.001
3180,31.600,1057.473,1000.034,1033.787,1041.779,1049.944,1059.154,1142.159,1625.626,1637.427,0.001
3185,36.600,1054.825,1000.600,1033.867,1041.904,1050.231,1084.163,1149.518,1317.268,1350.072,0.001
3190,32.400,1063.278,1000.040,1034.026,1041.876,1050.383,1066.914,1292.624,1525.127,1609.404,0.001
3195,29.200,1066.766,1000.356,1033.988,1041.910,1051.235,1075.614,1233.310,1866.805,1875.235,0.001
3200,39.000,1052.325,1000.361,1033.402,1041.716,1050.332,1075.916,1158.170,1409.035,1557.353,0.001
3205,31.800,1061.118,1001.474,1033.343,1041.772,1050.241,1067.357,1233.280,1541.240,1541.389,0.001
3210,37.200,1053.769,1000.276,1033.627,1041.728,1050.476,1074.910,1091.941,1442.073,1473.921,0.001
3215,33.800,1059.208,1000.751,1033.822,1041.871,1050.381,1075.890,1134.299,1450.054,1533.631,0.001
3220,35.000,1061.610,999.985,1033.596,1041.693,1050.029,1066.284,1284.164,1525.834,1533.485,0.001
3225,35.400,1051.848,1000.381,1033.150,1041.598,1050.032,1074.486,1101.233,1575.072,1608.366,0.001
3230,35.600,1056.159,1000.283,1033.575,1041.821,1050.129,1074.375,1216.857,1449.349,1576.269,0.001
3235,34.000,1058.443,999.463,1033.717,1041.753,1050.148,1073.696,1216.440,1450.246,1465.791,0.001
3240,32.400,1061.934,999.979,1033.575,1041.827,1049.918,1075.206,1159.330,1883.060,1891.490,0.001
3245,36.000,1055.333,1000.205,1033.501,1041.759,1050.135,1082.698,1132.546,1550.031,1641.995,0.001
3250,30.600,1065.274,1000.635,1033.930,1042.123,1058.148,1075.930,1216.362,1616.581,1622.662,0.001
3255,27.800,1072.249,1000.229,1033.367,1041.531,1049.949,1083.706,1266.509,1775.804,1783.295,0.001
3260,24.400,1081.839,999.997,1032.857,1042.777,1092.837,1192.446,1241.831,1516.608,1591.074,0.001
3265,37.000,1054.921,1000.045,1033.810,1041.725,1050.504,1074.730,1222.947,1274.779,1299.353,0.001
3270,36.600,1053.546,1000.130,1033.519,1041.516,1049.228,1057.803,1075.081,1750.259,1766.352,0.001
3275,39.000,1051.028,1000.598,1033.490,1041.597,1050.226,1067.220,1165.390,1299.783,1358.178,0.001
3280,34.800,1059.985,1001.271,1038.175,1041.793,1050.230,1063.337,1190.524,1783.221,1783.529,0.001
3285,35.000,1054.831,1000.343,1033.474,1041.574,1049.779,1066.561,1083.739,1600.137,1613.315,0.001
3290,40.000,1049.754,1000.117,1033.275,1041.519,1050.022,1066.844,1174.677,1250.884,1259.138,0.001
3295,37.400,1053.396,999.641,1033.127,1041.333,1049.897,1066.911,1208.012,1400.338,1575.293,0.001
3300,32.200,1061.702,1000.321,1033.816,1041.616,1050.233,1067.310,1199.452,1791.338,1815.722,0.001
3305,35.800,1055.888,1000.693,1033.625,1041.873,1050.257,1066.942,1191.582,1308.744,1457.708,0.001
3310,35.600,1056.217,999.748,1017.113,1041.241,1050.186,1067.052,1216.912,1549.735,1550.344,0.001
3315,34.600,1060.008,1000.029,1033.564,1041.696,1050.459,1083.253,1189.986,1716.080,1716.306,0.001
3320,37.200,1051.546,1000.283,1033.659,1041.785,1050.240,1066.421,1150.933,1308.253,1317.070,0.001
3325,35.800,1056.940,1000.653,1033.607,1041.677,1049.809,1059.397,1223.399,1591.291,1600.067,0.001
3330,35.600,1054.985,1000.784,1033.373,1041.595,1050.019,1075.140,1233.138,1325.634,1339.306,0.001
3335,34.400,1058.175,1001.792,1033.907,1041.828,1049.988,1066.131,1166.500,1533.396,1566.682,0.001
3340,33.000,1063.502,1000.569,1033.799,1041.903,1050.349,1072.463,1207.701,1533.396,1566.795,0.001
3345,33.400,1057.287,1000.024,1033.369,1041.699,1050.016,1125.255,1199.698,1300.381,1349.944,0.001
3350,34.000,1060.499,1000.954,1033.205,1041.466,1049.863,1066.933,1233.378,1883.847,1888.488,0.001
3355,34.000,1056.458,999.889,1033.151,1041.221,1049.167,1058.260,1091.212,1758.146,1774.347,0.001
3360,40.000,1056.984,1000.596,1033.771,1041.645,1049.908,1067.746,1158.757,1816.388,1824.175,0.001
3365,33.600,1051.014,1000.516,1033.268,1041.573,1050.007,1067.116,1125.320,1350.510,1359.055,0.001
3370,35.600,1055.984,1001.175,1033.614,1041.707,1050.194,1075.082,1200.425,1374.658,1374.774,0.001
3375,35.600,1055.992,1000.374,1032.958,1041.502,1050.271,1075.274,1233.442,1408.377,1425.531,0.001
3380,37.600,1054.979,1000.081,1033.118,1041.469,1049.966,1074.913,1225.275,1332.940,1417.290,0.001
3385,34.400,1056.211,1000.278,1033.166,1041.572,1049.792,1075.229,1208.711,1457.593,1666.240,0.001
3390,24.800,1080.414,1000.404,1033.358,1041.737,1049.932,1232.853,1266.855,1800.619,1965.338,0.001
3395,34.600,1057.673,1000.261,1033.536,1041.572,1049.966,1074.845,1141.847,1650.462,1682.705,0.001
3400,49.200,1040.584,1000.230,1024.297,1034.024,1042.386,1058.261,1100.569,1183.282,1267.084,0.001
3405,39.000,1051.343,1000.168,1032.873,1041.245,1049.675,1067.534,1133.301,1666.352,1683.530,0.001
3410,37.800,1052.818,1000.351,1025.180,1041.246,1050.899,1117.398,1175.237,1433.831,1434.980,0.001
3415,35.400,1057.064,1000.194,1033.558,1041.757,1050.885,1083.682,1200.763,1425.860,1442.429,0.001
3420,38.600,1051.179,1000.434,1033.629,1041.846,1051.082,1075.675,1133.301,1391.775,1409.111,0.001
3425,42.800,1046.494,999.754,1033.577,1041.742,1050.018,1060.080,1134.462,1185.068,1284.385,0.001
3430,30.200,1066.261,1000.531,1033.546,1041.992,1050.884,1092.044,1207.613,1567.968,1983.507,0.001
3435,35.800,1056.076,1001.268,1033.677,1042.149,1050.272,1084.014,1216.945,1275.033,1284.131,0.001
3440,34.400,1057.955,1000.185,1033.274,1042.463,1067.770,1117.282,1167.001,1225.449,1234.011,0.001
3445,23.400,1084.942,999.671,1033.277,1042.522,1091.763,1216.796,1284.701,1539.343,1542.787,0.001
3450,26.400,1075.782,1000.716,1025.772,1041.724,1066.296,1225.802,1316.552,1442.156,1592.169,0.001
3455,42.000,1047.531,1000.220,1025.881,1041.355,1050.312,1075.699,1150.272,1217.195,1258.868,0.001
3460,41.200,1048.485,1000.372,1025.980,1041.592,1050.450,1091.578,1142.920,1250.460,1275.430,0.001
3465,40.600,1049.192,1000.301,1032.777,1041.541,1050.242,1066.910,1158.707,1275.448,1316.625,0.001
3470,39.800,1050.063,1000.002,1033.330,1041.838,1050.368,1075.536,1133.740,1225.788,1250.307,0.001
3475,37.200,1054.275,1001.278,1033.411,1041.657,1050.025,1083.196,1157.832,1365.967,1399.664,0.001
3480,33.800,1063.354,1000.253,1033.673,1042.072,1050.853,1084.038,1166.279,1825.218,1832.876,0.001
3485,41.800,1044.112,1000.150,1033.179,1041.418,1048.962,1059.124,1111.453,1192.138,1250.527,0.001
3490,38.800,1051.153,1000.059,1033.423,1042.153,1050.623,1083.155,1140.647,1391.638,1450.530,0.001
3495,42.200,1047.307,1000.337,1033.745,1042.006,1050.558,1074.991,1098.241,1182.999,1225.061,0.001
3500,41.400,1049.241,1000.158,1033.187,1041.579,1049.747,1067.216,1100.293,1274.370,1566.389,0.001
3505,36.200,1060.396,1000.988,1032.609,1041.506,1050.670,1081.932,1124.829,1600.057,2200.646,0.001
3510,26.800,1065.856,1000.781,1033.425,1041.794,1049.942,1083.422,1199.771,1625.053,1642.110,0.001
3515,40.000,1049.828,1000.532,1033.464,1041.962,1050.134,1073.602,1126.193,1390.582,1417.212,0.001
3520,45.400,1044.045,1000.378,1026.107,1041.378,1050.094,1067.140,1100.815,1174.397,1242.759,0.001
3525,35.800,1055.747,1000.531,1033.744,1041.705,1049.658,1091.526,1167.641,1375.406,1597.339,0.001
3530,36.600,1055.576,999.639,1033.366,1041.575,1049.896,1065.980,1140.935,1616.415,1799.969,0.001
3535,34.000,1057.708,1000.311,1033.305,1041.617,1049.972,1067.448,1124.935,1899.634,1917.171,0.001
3540,36.200,1054.995,999.905,1033.798,1041.662,1049.930,1059.035,1091.025,1508.583,1541.814,0.001
3545,34.800,1057.404,999.977,1033.491,1041.874,1050.247,1082.519,1149.571,1431.055,1466.367,0.001
3550,36.000,1055.493,1000.156,1033.939,1041.817,1050.374,1083.239,1183.321,1317.030,1375.673,0.001
3555,30.800,1065.425,999.862,1033.750,1049.305,1059.501,1108.159,1258.168,1548.194,1567.310,0.001
3560,25.800,1078.593,1000.376,1039.477,1050.494,1083.845,1166.351,1266.691,1383.279,1391.455,0.001
3565,20.600,1094.718,1000.496,1032.759,1050.599,1099.229,1233.428,1283.825,1624.433,1673.319,0.001
3570,23.200,1088.316,1000.785,1039.042,1049.906,1075.525,1190.814,1266.482,1991.970,1996.334,0.001
3575,24.200,1080.646,999.866,1033.455,1041.945,1066.857,1108.348,1241.707,1991.260,2000.501,0.001
3580,22.400,1090.821,1000.390,1040.985,1049.476,1082.872,1157.832,1249.047,2182.972,2530.412,0.001
3585,14.400,1136.043,1015.868,1055.498,1074.735,1116.098,1350.306,1557.574,1807.314,1807.314,0.001
3590,34.400,1058.050,1001.336,1039.249,1049.119,1058.702,1091.999,1165.940,1290.846,1300.440,0.001
3595,10.000,1200.368,1002.014,1041.436,1058.089,1100.338,1491.369,2066.415,2808.641,2808.641,0.001
3600,29.800,1067.542,1000.186,1035.737,1041.878,1050.344,1149.625,1249.584,1442.003,1457.874,0.001
3605,23.200,1086.330,1001.063,1034.057,1041.999,1050.597,1125.023,1525.325,1733.095,1937.942,0.001
3610,26.800,1073.764,999.781,1033.272,1041.347,1049.968,1158.668,1283.693,1708.084,1724.552,0.001
3615,33.200,1060.471,1000.599,1033.678,1041.822,1050.081,1074.009,1216.389,1608.036,1623.692,0.001
3620,33.200,1063.483,1000.499,1032.835,1041.726,1050.485,1100.933,1276.052,1441.192,1449.784,0.001
3625,26.200,1072.009,1000.289,1033.578,1041.897,1050.479,1073.154,1342.752,1682.832,1690.504,0.001
3630,29.400,1067.855,1000.420,1032.697,1041.516,1049.949,1090.939,1242.009,1966.144,2166.130,0.001
3635,29.200,1068.475,999.955,1033.464,1041.844,1049.953,1074.764,1241.395,1750.023,2150.213,0.001
3640,36.600,1054.481,1000.178,1032.854,1041.713,1050.208,1067.008,1199.513,1475.696,1509.129,0.001
3645,29.400,1068.300,1000.299,1033.477,1041.629,1050.243,1083.538,1225.168,1657.559,1684.209,0.001
3650,45.400,1043.815,1000.262,1019.940,1041.016,1049.611,1066.498,1116.704,1250.284,1282.438,0.001
3655,38.400,1052.051,1000.224,1033.288,1041.859,1050.612,1084.132,1125.757,1433.113,1465.232,0.001
3660,37.800,1052.828,1000.169,1025.390,1041.210,1049.715,1066.646,1147.528,1858.232,1924.042,0.001
3665,37.400,1053.500,999.949,1033.446,1041.836,1050.500,1100.283,1150.005,1316.580,1424.681,0.001
3670,42.000,1047.357,1000.711,1021.979,1040.800,1049.820,1082.332,1118.921,1309.100,1500.410,0.001
3675,35.400,1056.563,1000.776,1032.870,1041.698,1057.094,1113.476,1165.904,1308.127,1359.131,0.001
3680,24.000,1083.038,1000.158,1033.246,1041.592,1050.935,1158.327,1242.085,2357.331,2606.588,0.001
3685,42.600,1046.992,1000.450,1017.297,1041.238,1050.246,1067.179,1148.971,1221.712,1416.837,0.001
3690,33.800,1059.247,1000.470,1031.443,1041.350,1049.784,1099.718,1150.397,2066.398,2116.545,0.001
3695,40.800,1050.002,1000.433,1033.252,1041.839,1050.453,1075.272,1150.551,1200.323,1252.721,0.001
3700,35.000,1058.353,1000.392,1025.860,1041.166,1049.837,1082.803,1191.273,1748.955,2116.889,0.001
3705,28.200,1067.594,1000.927,1033.044,1041.605,1050.174,1109.425,1189.118,1574.595,1800.698,0.001
3710,21.200,1107.960,1000.116,1033.208,1041.646,1050.122,1075.244,1174.090,3267.409,3311.213,0.001
3715,39.000,972.044,238.834,1017.235,1034.395,1042.954,1058.866,1121.473,1607.720,1775.454,0.001
