time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled
2560,3.2,6309.893,1173.657,4590.935,7572.827,8975.231,9234.491,11129.917,11129.917,11129.917,0
2565,5.8,5023.874,1003.608,2755.983,4200.483,7508.39,8720.418,10105.726,10158.085,10158.085,0
2570,4,5154.648,1004.032,3890.961,4959.902,7333.583,7693.201,10266.128,10266.128,10266.128,0
2575,4,6613.06,1171.011,5861.954,6746.565,9218.038,10548.926,12978.786,12978.786,12978.786,0
2580,3.6,6332.26,1027.442,2329.198,5720.902,9138.11,13023.909,14169.999,14169.999,14169.999,0
2585,3.8,5473.803,1003.279,1761.227,5184.894,8399.363,8888.159,11377.326,11377.326,11377.326,0
2590,3.8,6960.022,1085.5,4527.027,6204.955,9456.203,13292.145,14059.203,14059.203,14059.203,0
2595,3.4,4726.535,1534.385,3615.596,4016.322,6506.673,7935.93,10466.188,10466.188,10466.188,0
2600,4,4886.885,1005.393,2411.637,4925.182,7819.609,8911.58,9017.054,9017.054,9017.054,0
2605,3,5446.457,1109.201,2328.483,5760.737,8208.197,8507.793,8574.707,8574.707,8574.707,0
2610,4.6,5507.211,1003.991,1785.702,4439.867,8324.122,8984.456,9375.485,12842.072,12842.072,0
2615,5.4,3788.349,999.534,1089.638,3865.256,5185.176,8317.901,8492.873,8542.188,8542.188,0
2620,4,5740.323,1074.3,4701.333,5127.281,8110.26,8695.477,9088.526,9088.526,9088.526,0
2625,3.6,4768.546,1000.515,1676.266,5260.384,6045.846,8821.635,10024.663,10024.663,10024.663,0
2630,3.8,5314.274,1005.145,1273.695,5612.062,8353.07,9076.211,11017.133,11017.133,11017.133,0
2635,3.2,6564.41,1744.589,4536.237,7067.674,8002.166,10710.467,14670.119,14670.119,14670.119,0
2640,3.2,4682.284,1593.345,3876.158,4641.877,6596.717,6948.74,7292.012,7292.012,7292.012,0
2645,4,4600.278,1426.237,1760.756,5051.67,5780.351,9212.901,9414.253,9414.253,9414.253,0
2650,3.8,4668.759,1003.566,1667.589,5287.634,5487.774,8888.373,9631.662,9631.662,9631.662,0
2655,5.6,5102.663,1028.832,3106.649,4902.263,6464.957,9463.883,10049.971,12455.253,12455.253,0
2660,3.6,5505.393,1643.995,4175.835,5688.477,7793.423,8727.721,9088.565,9088.565,9088.565,0
2665,3.8,5013.419,1003.433,1700.818,5763.252,7731.874,8503.157,8804.854,8804.854,8804.854,0
2670,4.2,5686.481,1002.984,4349.523,5068.19,6755.418,7256.334,9746.405,12652.542,12652.542,0
2675,4,4972.768,1025.896,1726.887,5012.09,7097.528,8345.63,12330.244,12330.244,12330.244,0
2680,5,4806.077,1005.415,1584.278,5645.371,6311.949,8995.526,9593.041,10341.843,10341.843,0
2685,3.8,5256.533,1417.63,4616.578,5051.7,7533.393,8301.865,8502.217,8502.217,8502.217,0
2690,4,4323.613,1004.102,1676.617,4007.486,6555.716,7683.704,13562.709,13562.709,13562.709,0
2695,3.4,5577.376,1004.426,4624.152,5007.461,8046.656,8357.385,8602.7,8602.7,8602.7,0
2700,3.2,6257.768,1003.766,4271.327,5243.743,9064.223,9535.709,11936.297,11936.297,11936.297,0
2705,3.6,4680.439,1003.433,1806.827,5111.571,6598.543,8757.359,9264.445,9264.445,9264.445,0
2710,4.2,4830.392,1003.312,1692.838,4274.885,7107.878,8142.452,8160.69,14836.284,14836.284,0
2715,4.4,4500.309,1003.097,1777.647,4575.773,5346.236,7177.228,7659.684,10610.889,10610.889,0
2720,3.4,5269.637,1493.381,4431.882,4899.914,6554.469,7456.229,7747.561,7747.561,7747.561,0
2725,4.6,5697.075,1508.592,4416.832,5394.347,6939.31,10773.759,11148.227,11249.354,11249.354,0
2730,5,3752.731,1004.051,1759.535,4224.458,5333.797,7051.214,7521.907,7965.158,7965.158,0
2735,3.4,6286.011,1121.769,2462.408,5410.276,9469.289,10295.175,12251.588,12251.588,12251.588,0
2740,3.6,5153.698,1032.975,4751.185,5028.1,5252.797,8218.707,9531.162,9531.162,9531.162,0
2745,3.4,4626.874,1534.839,1886.279,5436.762,6380.253,6974.523,8175.655,8175.655,8175.655,0
2750,4.2,6109.994,1034.444,4182.504,7265.218,8360.9,8928.714,11647.494,12646.759,12646.759,0
2755,5,4774.91,1003.024,2646.185,4033.043,7408.166,9228.919,9263.913,9863.171,9863.171,0
2760,2.8,6619.702,1693.551,2788.777,5920.142,10305.015,10715.269,10831.591,10831.591,10831.591,0
2765,4.4,4964.415,1003.4,2737.611,4599.686,7164.525,9607.068,9804.571,9879.54,9879.54,0
2770,3.6,5381.255,1003.62,1777.81,5797.495,8160.908,8672.465,9097.945,9097.945,9097.945,0
2775,4.4,5570.21,1005.706,1869.374,5334.788,7428.071,10173.977,10280.276,15780.442,15780.442,0
2780,4,4264.416,1003.303,3942.109,4534.404,5663.499,6038.077,9187.124,9187.124,9187.124,0
2785,2.6,7212.708,1644.245,5937.15,6297.084,10231.163,10375.533,10833.649,10833.649,10833.649,0
2790,2.8,7403.813,4500.571,5702.719,6303.787,10040.609,10616.4,11117.982,11117.982,11117.982,0
2795,4.6,4305.135,1004.091,1730.537,3632.264,7658.58,8251.427,8359.422,10764.226,10764.226,0
2800,4.4,4585.694,1004.193,1893.207,3473.538,7958.409,9028.307,9822.26,11835.532,11835.532,0
2805,4.6,4730.484,1021.502,3088.531,4442.07,6866.967,7701.516,8771.624,10000.099,10000.099,0
2810,3.2,5987.348,1426.811,4618.164,5278.036,8669.368,9413.965,10983.517,10983.517,10983.517,0
2815,3.6,4719.103,1003.29,1710.964,5669.835,6070.971,9388.495,9756.835,9756.835,9756.835,0
2820,4.2,5352.969,1004.049,3431.162,5253.291,7066.204,9833.93,10148.258,10307.474,10307.474,0
2825,3.4,5421.554,1003.591,4506.843,5050.132,8650.108,9854.17,10110.708,10110.708,10110.708,0
2830,3.8,5848.379,1004.599,1718.842,5141.87,9010.541,9879.462,12986.085,12986.085,12986.085,0
2835,5,4031.51,1004.883,3566.96,4474.727,5336.461,5645.233,5870.095,6596.506,6596.506,0
2840,4.8,4758.037,1002.869,4192.209,4667.556,6604.657,7181.173,7482.398,10571.323,10571.323,0
2845,3.6,4662.692,1000.344,1869.244,5061.683,6097.817,8647.083,10477.074,10477.074,10477.074,0
2850,3.4,4170.723,1593.341,1803.295,4851.996,5854.636,6533.375,7846.422,7846.422,7846.422,0
2855,6,3457.985,1002.577,1601.603,4310.127,5017.316,5915.413,5929.473,6113.374,6113.374,0
2860,3.6,3885.463,1075.317,1762.077,3591.222,5261.88,7913.854,10157.406,10157.406,10157.406,0
2865,4,4934.478,1002.629,4325.209,4776.128,7148.713,7791.674,8277.044,8277.044,8277.044,0
2870,4.4,5276.134,1004.884,3656.882,5394.431,7191.069,7816.866,8233.841,10908.825,10908.825,0
2875,3.6,5386.691,1006.335,3891.807,4653.628,6047.723,9564.179,16956.337,16956.337,16956.337,0
2880,5,4355.03,1334.66,3547.597,3957.003,6070.509,7431.033,7531.796,7632.681,7632.681,0
2885,5,4506.654,1002.629,3532.21,4351.257,6424.271,7483.992,7623,9315.079,9315.079,0
2890,4.4,4940.97,999.934,3939.958,4465.356,7331.357,8224.492,8859.711,10080.055,10080.055,0
2895,3,6069.685,1031.942,4316.453,6154.941,9357.567,9932.874,11813.315,11813.315,11813.315,0
2900,3,5505.744,1199.798,1635.651,4893.993,9667.115,10050.36,10325.681,10325.681,10325.681,0
2905,3.6,5056.532,1003.165,2796.669,5313.284,6555.663,8335.838,11413.512,11413.512,11413.512,0
2910,3.4,5436.931,1003.233,5067.239,5411.233,6020.611,8958.648,11828.521,11828.521,11828.521,0
2915,4,4919.584,1004.066,1560.301,4977.753,5876.309,11000.952,11476.112,11476.112,11476.112,0
2920,3.6,5948.808,1022.935,1726.964,6238.093,9714.338,10469.628,13347.434,13347.434,13347.434,0
2925,4,5585.956,1004.432,4016.199,5093.964,7324.659,7959.456,15524.408,15524.408,15524.408,0
2930,4.4,4871.816,1003.908,1685.44,5076.635,5468.931,8527.08,8928.039,12210.152,12210.152,0
2935,3.8,4843.052,1003.422,4024.525,4457.846,7014.806,7574.959,7684.353,7684.353,7684.353,0
2940,4.2,4805.751,1003.7,1744.439,4707.853,6630.112,9193.488,9368.081,9770.967,9770.967,0
2945,4.2,3728.901,1020.861,1684.462,4291.571,5311.241,5627.996,7533.731,9353.996,9353.996,0
2950,3.4,6426.395,1004.006,4508.371,6206.25,9301.003,10743.424,10860.732,10860.732,10860.732,0
2955,3.6,5181.08,1033.097,1760.908,4767.716,7894.939,10743.679,10986.998,10986.998,10986.998,0
2960,3.8,5008.531,1005.781,1676.577,4592.65,7807.077,11474.073,12318.232,12318.232,12318.232,0
2965,4,4856.112,1710.006,3681.04,4459.262,7056.995,8025.265,10857.986,10857.986,10857.986,0
2970,3.6,6262.664,1004.44,4842.626,5603.474,8759.649,9897.633,13449.108,13449.108,13449.108,0
2975,3.6,4583.556,1003.246,1592.255,5000.899,7297.096,7947.668,9158.184,9158.184,9158.184,0
2980,4,4490.03,1004.856,1614.28,4969.8,7875.947,9313.451,10048.384,10048.384,10048.384,0
2985,3.2,6199.968,1086.064,4681.934,5342.475,8909.031,9124.604,11312.366,11312.366,11312.366,0
2990,4.6,4383.48,1000.64,1584.3,3283.131,6888.599,9429.099,9493.922,9705.185,9705.185,0
2995,4.2,4675.031,1024.638,2520.485,5879.142,6722.963,6974.051,8953.446,9188.586,9188.586,0
3000,4.2,6649.986,1003.873,2804.133,5344.42,9460.827,11723.546,11915.538,15506.795,15506.795,0
3005,3.8,4887.93,1006.473,1735.409,5512.576,6263.627,7767.949,8076.06,8076.06,8076.06,0
3010,3.6,5563.356,1000.174,4475.254,5284.908,6480.327,11017.033,12379.838,12379.838,12379.838,0
3015,4,5176.278,1086.72,3407.42,5528.572,7092.762,8226.835,11111.202,11111.202,11111.202,0
3020,4.4,4729.405,1003.842,1769.233,3715.546,7834.886,8778.4,9218.883,10355.009,10355.009,0
3025,4.4,4213.226,1029.978,3689.808,4225.257,4801.393,6378.968,6463.616,6498.101,6498.101,0
3030,4,5016.981,1375.713,4042.393,4900.79,7040.912,8628.515,8737.001,8737.001,8737.001,0
3035,5,4679.92,1003.602,3415.99,4734.822,6493.033,7936.098,8110.628,9472.581,9472.581,0
3040,4,4693.471,1005.435,1802.553,4608.561,6996.636,7938.398,11668.662,11668.662,11668.662,0
3045,3,5225.162,1028.484,1760.702,5069.07,8018.184,8545.12,9096.42,9096.42,9096.42,0
3050,4.2,4423.957,999.929,3767.059,4719.448,5240.555,6207.62,7919.602,8581.254,8581.254,0
3055,2.8,5647.728,1309.219,1743.331,5786.525,8869.071,9736.931,9893.588,9893.588,9893.588,0
3060,3.6,5360.154,1111.558,1660.291,6739.887,7566.024,8536.466,9598.278,9598.278,9598.278,0
3065,3.4,4669.554,1091.174,1727.379,5693.469,6136.847,9794.419,9954.73,9954.73,9954.73,0
3070,5,4342.257,1003.16,1751.397,4142.617,5254.859,9721.385,10088.129,12723.139,12723.139,0
3075,5,4858.138,1003.861,1543.025,4616.805,7356.689,7908.257,10683.121,14543.439,14543.439,0
3080,6,4356.116,1002.768,3063.595,4133.094,5101.792,8150.393,8673.323,13755.68,13755.68,0
3085,4.6,5135.776,1003.262,1561.348,5017.877,7925.697,10681.22,10746.495,10765.812,10765.812,0
3090,5.4,3678.381,1006.126,1892.42,3332.143,4042.481,7206.292,7566.35,9145.579,9145.579,0
3095,3.4,4123.767,1476.064,1801.433,4259.496,5437.274,7215.933,7449.515,7449.515,7449.515,0
3100,3.8,4674.273,1005.92,3973.459,4175.372,7132.361,7399.898,7733.519,7733.519,7733.519,0
3105,3.4,4914.297,1004.495,3777.392,4198.627,6938.565,7279.915,10789.738,10789.738,10789.738,0
3110,5,4372.4,1002.6,1581.336,4650.791,5285.603,8389.185,8998.803,9571.782,9571.782,0
3115,5.2,4669.437,1004.004,2780.659,4101.782,6541.615,8403.477,9576.062,10912.414,10912.414,0
3120,4.8,5782.031,1003.004,2687.606,6204.116,7672.588,10237.755,13964.336,14472.496,14472.496,0
3125,4,5232.919,1004.815,4399.354,4868.208,7322.206,7573.499,8101.149,8101.149,8101.149,0
3130,4,4382.267,1002.645,2027.656,5019.921,6289.473,7308.828,9490.171,9490.171,9490.171,0
3135,4.2,3716.376,1005.33,1610.126,3758.382,5060.291,7749.599,7908.689,7914.415,7914.415,0
3140,3.2,7118.959,1801.424,5076.136,7468.112,8838.212,9422.901,15137.554,15137.554,15137.554,0
3145,4.2,5578.041,1144.608,4046.363,6688.596,7398.336,8175.558,8417.467,9805.097,9805.097,0
3150,3.8,4870.69,1510.619,4293.136,4759.624,7075.523,7476.798,8697.232,8697.232,8697.232,0
3155,3.6,5601.697,1004.227,1676.96,5432.711,9832.107,10442.042,10475.18,10475.18,10475.18,0
3160,3.6,5420.94,1701.085,4641.99,5621.257,6965.269,8846.912,10324.546,10324.546,10324.546,0
3165,4.2,5812.345,1004.486,1650.294,4090.287,9184.319,12405.418,12448.414,12670.796,12670.796,0
3170,3.6,5628.244,1003.777,1660.644,5161.108,8661.407,12680.695,13188.038,13188.038,13188.038,0
3175,3.6,5308.668,1660.365,3942.056,5845.495,6663.841,7666.501,8009.275,8009.275,8009.275,0
3180,2.8,5901.708,1527.702,2028.328,6045.181,9579.186,10422.262,12252.232,12252.232,12252.232,0
3185,3.8,4740.076,1034.631,1676.793,4810.482,5577.969,11317.977,11712.292,11712.292,11712.292,0
3190,3.4,5259.227,1003.508,3089.154,5413.48,6423.72,9756.799,9925.974,9925.974,9925.974,0
3195,4.8,4799.326,999.996,1559.804,4576.174,7433.082,8661.672,11001.218,11895.344,11895.344,0
3200,4.8,5058.085,1003.837,3273.296,5235.991,6999.73,8396.107,10711.817,13335.821,13335.821,0
3205,4,6153.819,1099.092,4266.052,5693.795,8726.201,9554.038,12660.419,12660.419,12660.419,0
3210,4.6,4560.249,1003.576,1468.232,4393.774,6398.613,9166.934,9456.955,9573.646,9573.646,0
3215,4,4754.321,1002.957,4042.576,4775.535,6390.992,7283.756,8738.16,8738.16,8738.16,0
3220,3.6,5142.996,1250.945,2291.787,5450.798,6320.969,8723.973,9343.799,9343.799,9343.799,0
3225,5.4,4151.067,1003.502,1402.08,3924.733,6237.399,6912.422,9595.061,10022.669,10022.669,0
3230,3.6,5092.078,1491.876,3349.455,5228.927,7182.448,7440.38,7466.439,7466.439,7466.439,0
3235,4.4,4817.4,1004.022,3272.716,4428.774,6489.529,7792.304,7884.094,11661.158,11661.158,0
3240,4.2,4578.409,1003.439,2086.811,3230.401,7440.522,8268.541,8300.472,8819.633,8819.633,0
3245,3.8,5028.739,1004.295,4024.687,5061.178,5912.924,8611.614,9212.406,9212.406,9212.406,0
3250,4.2,4818.024,1005.14,4078.357,4851.21,5486.639,8334.063,8342.609,8393.901,8393.901,0
3255,3.2,6309.758,1653.322,5387.103,6914.562,8487.852,9656.335,10801.112,10801.112,10801.112,0
3260,3,6145.818,1384.24,3472.739,5978.462,8934.338,9227.194,9722.374,9722.374,9722.374,0
3265,4.2,4409.346,1006.881,1827.678,4049.7,5370.908,8162.361,10542.051,10642.873,10642.873,0
3270,3.8,5453.461,1003.658,2216.647,5676.871,8876.226,9468.479,10130.074,10130.074,10130.074,0
3275,3.2,4374.192,1023.729,1543.294,5216.629,5417.361,9760.199,9993.985,9993.985,9993.985,0
3280,4.6,5195.945,1006.537,3798.777,5009.668,7073.75,7936.121,9691.641,10335.822,10335.822,0
3285,3,6149.013,1334.346,4941.92,5646.749,9281.468,9797.806,9806.982,9806.982,9806.982,0
3290,3.6,4852.026,1004.745,1635.957,5765.026,7382.797,8476.472,8543.044,8543.044,8543.044,0
3295,2.8,5499.197,1567.524,5293.225,5804.251,6153.774,8285.535,8503.26,8503.26,8503.26,0
3300,2.8,5323.857,1127.465,2946.806,4508.992,7340.068,9671.131,12460.869,12460.869,12460.869,0
3305,3.8,5498.341,1003.87,1776.16,4650.612,8360.199,9219.442,9300.147,9300.147,9300.147,0
3310,4.6,4846.126,1003.13,1626.167,4612.999,7974.166,8326.058,8535.899,8759.836,8759.836,0
3315,3.8,5244.678,1003.674,4281.67,5601.287,5710.929,9059.894,9092.731,9092.731,9092.731,0
3320,3.2,6824.96,2270.087,4458.466,6698.741,9321.829,9982.337,11135.161,11135.161,11135.161,0
3325,3.4,6533.386,999.252,3555.453,7340.963,9106.055,11202.612,11669.581,11669.581,11669.581,0
3330,3.8,4543.234,1109.83,1768.09,4486.959,5554.511,8753.808,8870.851,8870.851,8870.851,0
3335,3.2,5280.818,1031.362,4207.451,5793.596,7723.11,8101.217,9981.49,9981.49,9981.49,0
3340,4.2,6579.243,1223.85,4776.221,5179.279,9029.019,9713.11,10265.47,15479.818,15479.818,0
3345,4.6,4805.268,1004.327,1717.512,5010.623,7808.896,8301.585,8435.266,10877.792,10877.792,0
3350,4.4,4557.3,1114.885,2097.628,4459.259,6547.635,7474.127,7566.48,7642.317,7642.317,0
3355,4.6,4745.319,1029.383,2545.428,4625.414,7257.497,8402.512,8595.463,10163.386,10163.386,0
3360,2.8,5458.596,999.043,3247.14,4416.284,6664.458,10056.198,13863.991,13863.991,13863.991,0
3365,4,5870.737,1333.764,2855.625,5828.918,8963.527,9606.49,9832.021,9832.021,9832.021,0
3370,3.6,4453.362,1003.388,1743.453,4542.92,5319.488,8313.663,10166.892,10166.892,10166.892,0
3375,4.6,5178.29,1585.101,4057.345,4541.507,7089.851,7596.505,7980.735,8274.341,8274.341,0
3380,4.2,4382.955,1030.388,1719.641,4301.923,7100.138,7768.264,7967.403,8285.95,8285.95,0
3385,3.4,5828.13,1097.25,4952.653,5254.679,6930.972,11929.424,14176.067,14176.067,14176.067,0
3390,4.4,4936.056,1002.527,3807.387,4401.138,6824.339,7851.851,10208.328,11387.078,11387.078,0
3395,2.2,5700.399,1952.444,4700.339,6512.303,7011.681,7195.639,7681.655,7681.655,7681.655,0
3400,5.2,4825.274,1176.592,2655.458,4426.498,7050.941,7935.041,8095.033,11561.324,11561.324,0
3405,3.8,4255.567,1552.4,1767.666,4376.539,5437.804,7165.385,7600.632,7600.632,7600.632,0
3410,3.4,5458.308,1417.367,2731.919,5535.099,7993.603,9330.098,10974.442,10974.442,10974.442,0
3415,4,5864.113,1005.223,4116.713,4826.156,8911.626,11752.024,12135.938,12135.938,12135.938,0
3420,3.4,6207.516,1005.514,3965.421,5577.057,9161.865,10858.249,13013.421,13013.421,13013.421,0
3425,4,3652.365,1003.554,1652.453,3975.448,4893.587,6274.531,7236.056,7236.056,7236.056,0
3430,3.6,3802.593,1000.084,1677.022,3565.358,5906.935,7976.279,8077.362,8077.362,8077.362,0
3435,4.6,4541.118,1000.102,1475.956,3590.612,7108,8378.956,12160.752,12269.854,12269.854,0
3440,3.4,5587.419,1004.144,4567.204,4910.722,8286.473,11671.774,11762.949,11762.949,11762.949,0
3445,3.4,5413.795,1090.758,1735.206,5194.33,7040.804,11444.766,14268.375,14268.375,14268.375,0
3450,5.4,4889.992,1003.768,2456.661,4745.607,6523.206,9937.345,10455.736,10599.366,10599.366,0
3455,3.8,5357.255,1003.362,1809.554,5202.11,8162.747,8680.542,13383.462,13383.462,13383.462,0
3460,4.8,4834.586,1023.028,2980.086,5120.67,7866.941,8076.083,8160.543,8620.978,8620.978,0
3465,3.8,5810.818,1035.932,3982.166,6329.373,7731.963,9284.255,9613.065,9613.065,9613.065,0
3470,3.2,5382.54,1417.553,4500.418,5635.844,6296.809,8094.739,11560.46,11560.46,11560.46,0
3475,3.8,4856.124,1517.182,1876.771,5234.746,7749.505,8125.712,8200.939,8200.939,8200.939,0
3480,3.6,5532.214,1467.212,3573.599,5258.839,8241.741,8860.564,8901.525,8901.525,8901.525,0
3485,4.2,5407.695,1003.916,4066.044,4984.755,7488.158,8015.515,8021.328,8058.777,8058.777,0
3490,3.4,5960.571,1544.394,4643.227,6874.159,7859.383,8076.792,8361.465,8361.465,8361.465,0
3495,3.4,4675.909,1002.552,1618.772,4391.626,7758.65,8582.566,8886.941,8886.941,8886.941,0
3500,3.6,4833.417,1003.085,1618.765,5144.151,7071.75,8019.787,13913.73,13913.73,13913.73,0
3505,4.2,5525.721,1027.673,3762.325,4341.081,7609.634,8941.697,10956.132,11388.806,11388.806,0
3510,3.8,4055.128,1021.935,1618.541,1894.277,6672.461,8585.407,10055.903,10055.903,10055.903,0
3515,4,4319.527,1593.342,3865.915,4308.78,5779.847,7041.675,9514.356,9514.356,9514.356,0
3520,3.6,5692.493,1643.494,4240.433,5077.472,7473.62,8443.81,10956.848,10956.848,10956.848,0
3525,3.6,4760.909,1027.046,2236.018,4786.346,7653.185,8787.965,10417.141,10417.141,10417.141,0
3530,4.4,5247.495,1558.91,1928.911,5318.313,6070.399,9118.981,11778.156,12361.028,12361.028,0
3535,3.2,5180.201,1028.393,1592.624,5016.593,8757.535,9058.254,9108.015,9108.015,9108.015,0
3540,3.8,4959.601,1003.621,1817.475,4910.044,7640.408,8433.342,8435.1,8435.1,8435.1,0
3545,3.4,5697.697,1020.465,2344.579,4556.968,8639.124,9800.308,14038,14038,14038,0
3550,3.4,5108.714,1551.489,2019.614,5680.524,6105.361,8963.059,9590.633,9590.633,9590.633,0
3555,2.6,6429.549,1552.021,1818.906,5836.7,9654.686,11450.193,11593.426,11593.426,11593.426,0
3560,4,4778.379,1004.695,1735.368,4601.376,7759.622,8654.366,8879.854,8879.854,8879.854,0
3565,3.4,5093.248,1392.225,4333.685,5543.415,6754.691,8341.589,8633.991,8633.991,8633.991,0
3570,3.2,4764.262,1095.111,1977.8,4884.864,7717.21,8394.575,11268.146,11268.146,11268.146,0
3575,4.6,5449.187,1003.003,4165.876,5412.098,8035.771,8284.881,8605.539,9056.321,9056.321,0
3580,4.6,5053.601,1098.55,1676.936,5254.896,7335.182,8252.593,9564.07,10226.775,10226.775,0
3585,3.4,5109.038,1718.717,4658.656,4792.888,5438.408,7927.465,7984.369,7984.369,7984.369,0
3590,3.6,4549.003,1021.65,1697.101,4166.529,5225.891,9455.377,13015.622,13015.622,13015.622,0
3595,3.4,5407.928,1004.495,3947.966,5017.204,8142.13,8599.917,11180.126,11180.126,11180.126,0
3600,3.4,5482.121,1110.211,4475.681,4700.097,8353.879,8837.012,8860.471,8860.471,8860.471,0
3605,4.2,5195.136,1004.119,1585.269,6349.068,6765.295,11244.009,11373.321,11611.847,11611.847,0
3610,3.6,5524.275,1433.74,4124.285,5386.139,8219.029,8343.216,9187.692,9187.692,9187.692,0
3615,3.6,5388.329,1006.952,1543.521,5068.73,9576.875,11793.419,12478.1,12478.1,12478.1,0
3620,4.2,4468.634,1003.186,1667.88,4766.887,7767.585,8150.985,8176.965,8242.838,8242.838,0
3625,4.8,4799.326,1002.756,3223.555,4757.425,7466.424,7838.107,8461.197,10619.277,10619.277,0
3630,3.4,5012.743,1002.689,3840.853,5060.633,5471.052,8661.995,10382.958,10382.958,10382.958,0
3635,5,4159.993,1004.217,1642.213,3438.256,6745.918,7405.576,7473.484,12564.065,12564.065,0
3640,3,5979.043,1441.429,1860.643,5419.454,9613.028,11627.053,13824.237,13824.237,13824.237,0
3645,4.6,5155.245,1016.221,3372.46,4884.361,7105.641,8610.065,8721.553,10725.133,10725.133,0
3650,4,5221.035,1003.413,1685.275,5343.723,7615.238,9945.317,10638.497,10638.497,10638.497,0
3655,4,4993.399,1476.65,3161.88,4908.385,7440.54,7908.266,7950.058,7950.058,7950.058,0
3660,3.6,6289.039,1092.116,4783.833,5979.487,9067.525,10055.636,10565.439,10565.439,10565.439,0
3665,4.2,5057.126,1003.777,1844.132,4247.554,8173.754,9133.902,9201.803,11766.04,11766.04,0
3670,3.4,5398.559,1099.493,4049.351,4408.577,7984.943,9046.525,9111.969,9111.969,9111.969,0
3675,3.8,5462.668,1027.585,1643.272,5862.469,8593.125,9311.904,11923.789,11923.789,11923.789,0
3680,4.6,4189.347,1023.112,1844.4,4625.361,4926.317,7298.622,7842.207,8318.338,8318.338,0
3685,3.4,5119.793,1003.59,3528.853,4767.146,7384.254,8261.6,9086.837,9086.837,9086.837,0
3690,2.8,6574.36,1534.854,1826.689,5858.463,10787.999,11231.661,14873.1,14873.1,14873.1,0
3695,5.4,3815.591,1004.513,2154.469,4000.985,4643.748,6154.284,6840.75,7024.914,7024.914,0
3700,5.2,4258.881,1022.09,1810.173,4182.771,5453.847,7875.122,8459.985,9345.904,9345.904,0
3705,3.6,5442.685,1003.952,4859.908,5095.401,7091.073,8302.847,9689.023,9689.023,9689.023,0
3710,4.6,5797.647,1005.197,3989.858,5111.56,7700.059,8594.917,10633.512,18312.359,18312.359,0
3715,4.2,5110.616,1004.241,1503.152,4520.493,7726.819,9390.514,10788.033,11966.136,11966.136,0
3720,3.2,5949.243,1003.752,3205.068,8039.818,8523.767,8666.821,12356.995,12356.995,12356.995,0
3725,4,5523.256,1040.338,3974.487,5319.379,7810.193,8535.364,11409.519,11409.519,11409.519,0
3730,5.2,4355.051,1002.613,1743.126,4283.185,7013.886,8476.905,8700.978,8934.875,8934.875,0
3735,3.4,5238.692,1004.205,4642.394,5085.252,5774.481,9003.828,10816.831,10816.831,10816.831,0
3740,3.6,4978.954,1004.094,4184.032,4811.577,6750.511,6908.279,6908.551,6908.551,6908.551,0
3745,4.2,5049.168,1003.11,1878.209,5978.318,6724.746,7191.677,10782.857,10820.065,10820.065,0
3750,3,7308.766,4098.962,5410.572,6814.445,9203.487,9571.631,9671.236,9671.236,9671.236,0
3755,4.6,4076.934,1027.789,3257.26,3900.296,5796.903,6445.52,7091.833,7334.937,7334.937,0
3760,3.8,4859.316,1003.269,1787.378,5430.932,6319.305,9157.312,9431.199,9431.199,9431.199,0
3765,4.2,5796.087,1003.123,4275.524,4827.875,8295.693,9549.235,11365.08,11930.716,11930.716,0
3770,4.8,5030.042,1668.798,3773.512,4802.604,6873.45,6999.434,7349.681,7350.403,7350.403,0
3775,3.6,5119.456,1005.218,1714.247,4793.032,8395.192,9681.34,11336.723,11336.723,11336.723,0
3780,4,4609.24,1284.147,3823.822,4936.546,6657.7,7395.077,7475.73,7475.73,7475.73,0
3785,3.4,5501.421,1701.518,1852.06,5012.561,8762.147,9172.093,10892.975,10892.975,10892.975,0
3790,4.6,4750.957,1003.438,1677.117,4495.806,7420.975,8890.209,9031.956,9123.823,9123.823,0
3795,3.8,5083.564,1003.745,1551.328,5718.145,6570.258,9018.527,9436.416,9436.416,9436.416,0
3800,3.4,4968.343,1836.256,4259.785,4800.944,5620.197,7926.45,8286.412,8286.412,8286.412,0
3805,5.4,3442.979,1002.895,1869.053,3474.838,4204.519,5554.293,6157.456,6224.129,6224.129,0
3810,3.8,4945.207,999.555,1500.503,5501.184,8936.615,9277.396,9468.853,9468.853,9468.853,0
3815,4.2,5257.554,1003.131,3246.642,5812.564,7361.052,7982.679,9010.983,10740.734,10740.734,0
3820,3.4,5067.976,999.5,1767.276,4985.594,7432.583,9028.844,12413.994,12413.994,12413.994,0
3825,4,5871.026,1003.802,1810.57,5406.859,9051.371,12444.171,16779.92,16779.92,16779.92,0
3830,3.4,5453.202,1576.214,4844.604,5228.875,7123.527,7935.712,8170.105,8170.105,8170.105,0
3835,3.8,5362.873,1003.026,1793.949,5318.185,8820.496,9630.68,14477.154,14477.154,14477.154,0
3840,3.2,5073.707,1593.364,2336.847,5277.743,6229.691,9666.477,10324.948,10324.948,10324.948,0
3845,3.8,5694.203,1034.44,4075.154,5345.26,8276.271,9915.422,10959.469,10959.469,10959.469,0
3850,3.8,4698.691,1002.871,3448.217,3974.397,7457.23,9311.103,10816.183,10816.183,10816.183,0
